	review	label	restaurant
6813	배달도빠르고  양도굿 ''''	5	24시이사반점
6815	맛있게 잘먹었습니다 양 진짜 많아요	5	24시이사반점
6816	맛있게 잘먹었습니다 감사요~	5	24시이사반점
6817	맛있어요 종종 찾는곳	5	24시이사반점
6819	맛있네요	5	24시이사반점
6820	진짜 진짜 추운날에 딱인 거 같습니다 잘 먹었어요!!	5	24시이사반점
6821	맛잇었습니다!!!!	5	24시이사반점
6822	요즘 돈까스에 빠져 한동안 먹을듯~~ 잘먹었습니다	5	24시이사반점
6823	맛있게 무것습니다!	5	24시이사반점
6825	잘먹었습니다 이번에는만두주셨네요	5	24시이사반점
6826	빠른배달 감사합니다 잘 먹었어요	5	24시이사반점
6827	추워서인건지 좀 식어왔지만 역시 맛있어요	5	24시이사반점
6828	아주아주 맛잇었습니다 !!	5	24시이사반점
6830	너무 감사히 잘 먹엇습니다♡ 사진을 깜짝해서 저번에 먹은 오징어	5	24시이사반점
6831	맛있어요!양도 많아서 만족합니다	5	24시이사반점
6832	전체적으로 맛있어요~ 탕수육 살짝 눅눅해서 좀..완전 빠삭 기대했는데 조금 아쉬워요~	4	24시이사반점
6833	이 새벽에 맛있는 중식을 먹을 수 있다는거 만으로도 정말 행복 그 자체입니다ㅎ 게다가 맛도 좋아요! 배달해 주셔서 감사합니다!!	5	24시이사반점
6835	맛있었습니다 다만 밥의 양이 부족했습니다.	5	24시이사반점
6836	푸짐하고 맛있네요 늘 만족해요	5	24시이사반점
6837	리뷰이벤트한다고했는데안갖다주시네요..	4	24시이사반점
6838	항상 맛잇게 잘먹고잇습니다	5	24시이사반점
6839	ㆍ	5	24시이사반점
6840	1인세트에 리뷰 군만두까지 하니.. 굉장히 풍족 짬뽕국물 추가했더니 국물이 두개여서 하난 못먹었네요😭 만두덕후인데 군만두가 너무 맛있어서 놀랐습니다. 더 번창하시길..🙌	5	24시이사반점
6841	새벽에 시키면 아침에 시킨 것보다 질이 ㅎ너무 떨어져요 ㅜㅜ..... 개선 안될까요?  아침에 먹으면 너무너무 맛있는데 새벽에 먹으면 같은 가게인가 싶을정도 ㅠㅠ..  너무 아쉽습니다 자주 시켜먹는 가게라서요	5	24시이사반점
6842	허겁지겁 먹었네요  만두 후기가 있었는데 1인분 시켜서 그런가 없어서 아쉽네요. 국물도 구성에 있었으면 별도로 짬뽕국물 주문 안했을텐데.... 내일 밥이랑 먹을게요  무튼 잘 먹었습니다	5	24시이사반점
6843	정말 추천합니다.굿	5	24시이사반점
6845	좋습니다 ㅎㅎㅎㅎㅎㅎ	5	24시이사반점
6846	맛있네요 자주 이용할듯싶네요	5	24시이사반점
6847	와 이거 세트 정말 끝내주네요	5	24시이사반점
6848	맛있게 머꾸 리뷰남깁니당^~^ 감사합니당	5	24시이사반점
6849	삼선짬뽕맛도 좋고 다른곳에비해 해물양도 많아서 매우 만족합니다 돈까스도 나름 맛있네요 다만 눅눅해서 좀 아쉬웠어요 담엔 바삭하게^^ 리뷰작성 마약군만두 감사합니다	5	24시이사반점
6850	맛있어요 그리고 푸짐해요	5	24시이사반점
6851	국물이 약간 싱거웠어요 간이 좀 안된 거 같아요 그래도 먹을만은 했어요 감사합니다 :)	5	24시이사반점
6852	허벌라게 맛있습니다!!	5	24시이사반점
6853	너무 맛있게 잘먹었습니다!	5	24시이사반점
6854	무냔무난하다.....	3	24시이사반점
6855	역시 믿고먹는 이사반점 넘 맛있어여!!!!!	5	24시이사반점
6856	리뷰이벤 했는데 마약군만두가 안왔지만 항상 맛있네요	5	24시이사반점
6857	사실 만두먹으려고 주문함	5	24시이사반점
6858	맛있게 먹었어요.콩나물이 좀 많이 들어갓으면 하는 바램이여	5	24시이사반점
6859	맛있었어용!! 탕수육 소스를 2종류나 주셔서 신기했어여ㅋㅋㅋ 소스가 약간 묽고 좀 셔서 아쉬웠지만 볶음밥이랑 짬뽕국물이 진짜 맛있었어요ㅜㅜㅠ	5	24시이사반점
6860	국수 시원하고 맛있었어요 만두도 엄청크고 속 꽉차서 좋았습니다	5	24시이사반점
6862	너무맛있습니다 저는 자주시켜서 먹습니다. 가격대비 저렴하고	5	24시이사반점
6863	배달? 서비스? 맛? 그 모든게 여기있지	5	24시이사반점
6864	아주아주 맛있었습니다 !!	5	24시이사반점
6865	맛있게 잘 먹었습니다.사업번창하세요	5	24시이사반점
6867	맛잇어요~~~~~~~~~	5	24시이사반점
6869	맛있어서 잘먹구 있었는데 우동에서 날파리? 저런게 나왔어요 ㅠㅠ	3	24시이사반점
6871	삼십번은 먹어본 내 맛집	5	24시이사반점
6872	마쉿서요 야식은역시	5	24시이사반점
6873	배달도 빠르고 맛있어요 서비스 감사합니다	5	24시이사반점
6874	여기서만 시켜요 맛있어요	5	24시이사반점
6875	넘 맛있어요 또 시켜먹을거랍니다	5	24시이사반점
6876	잘묵습댱🤗🤗🤗🤗🤗🤗	5	24시이사반점
6877	맛있고 양이 많아요 잘먹었습니다	5	24시이사반점
6879	배달도 빠르고 언제나 맛있습니다. 짱짱!!!	5	24시이사반점
6880	볶음밥 곱배기 대박 ~^^  ... 맛있게 잘먹었습니다 또 시킬게요~♥	5	24시이사반점
6881	너무빨리오고 맛도 맛있어요 양파도 많이달라고 부탁드렸는뎅 많이주셔서 감사합니다	5	24시이사반점
6882	배달 중국집 중에 손에 꼽네요	5	24시이사반점
6883	배달도 빠르고 양도 많고 배불리 맛있게 먹었어요 감사합니다 ㅎㅎ	5	24시이사반점
6884	아들 혼자 먹어서 매번 반반 하나 시켜먹어요 넘넘 맛이있다고	5	24시이사반점
6886	굿이에요 굿굿 역시 야식은 이사반점	5	24시이사반점
6887	항상 맛있게잘먹고있습니다	5	24시이사반점
6888	감사히 잘 먹엇습니다^^~	5	24시이사반점
6889	서비스도 많이 주시고 맛도 너무맛있어요 자주 이용할듯해요	5	24시이사반점
6890	맛있었으나 봉지를 안가져오셔서 별점 하나 차감할게요 ㅜㅜ	5	24시이사반점
6891	잘먹엇습니다!!!!!!!!	5	24시이사반점
6892	1.배달 👍 👍 👍 👍  2.양,맛👍 👍 👍 👍  전 여기만 먹어여 감사드려여...	5	24시이사반점
6893	배달이 빠르고 짜장면도 맛있어요!	5	24시이사반점
6894	맛있어영!! 군만두도 감가합니당	5	24시이사반점
6895	만두도 짜장면도 맛있게 잘먹었습니다!	5	24시이사반점
6896	맛잇게  먹고있습니다	5	24시이사반점
6897	맛있었습니다 !!!	5	24시이사반점
6898	리뷰 마약 군만두? 진짜 예술입니다	5	24시이사반점
6899	좀 짰던건 말고 다 만족했습니다	5	24시이사반점
6901	양이 어마어마하네요 맛도 훌륭하구요 잘 먹었어요~	5	24시이사반점
6902	맛있게 잘먹었습니다 ~!	5	24시이사반점
6903	양도 많고 배달도 빠르고 맛있습니다.	5	24시이사반점
6904	10분정도 걸린듯 엄청빠름 간짜장도 맛있는데 양파가 우지 달고 맛나네요	5	24시이사반점
6905	가늘게 썬 긴 야채 뭔가요?  질기내요    고추씨 들어가나요?  작고 딱딱한게  씹히내요	5	24시이사반점
6906	너무너무 맛있어요. 항상 잘 먹고 있습니다.	5	24시이사반점
6907	음식이 오랬동안 냉동 보관했다가  꺼내 해동시킨후 전자렌지에 돌린 맛입니다... 항상 맛있게 잘 먹었던 단골집이었는데 오늘은 굉장히 실망스럽기 그지없네요...튀김은 눅눅한걸  떠나서 마분지 먹는 느낌이나구요 탕수육이 전반적으로 급하게 튀겨서 고기도 제대로 안익고 튀김옷이랑  겉도는 맛이납니다. 그나마 유일하게 맛있었던건 콜라하나 뿐이네요. 1년넘게 항상 시킬때마다 별점  5점씩드렸던 맛이 왜이렇게 극단적으로 형편없게 변했는지...	1	24시이사반점
6908	아주 맛있는데 돈까스 소스도 오면 좋겠어요 배부르게 잘 먹었습니다 감사합니다	5	24시이사반점
6909	오랫만에 먹으니깐 더맛잇음 삼선볶음밥	5	24시이사반점
6910	지방 근무를 자주 나가는 편인데  나가서 중화요리는 먹으면 기준이된 가게가 여기인거같습니다  이사반점보다 별로네 이사반점 만큼 하는 곳이네 하면서,  항상 감사합니다.  편하게 기분 좋게 음식을 먹고 쉴 수 있는 당연한 동네 맛집에 감사한 하루인거같내요	5	24시이사반점
6911	맛이 좋아요. 종종 시켜 먹고 있어요ㅎ	5	24시이사반점
6912	탕수육 남아서 담날 먹어도 됩니다.. 리뷰 남기는거 깜빡했는데 재구매하면서 발견해버리네요.	5	24시이사반점
6913	양이랑 진짜 많아서 배불리먹었어요! 잘 먹었습니다 :)	5	24시이사반점
6914	맛있고 양 많음 다만 치킨 이거 좀 눅눅했고 이벤트 만두 안챙겨줘서 별 하나 뺍니다	4	24시이사반점
6915	배달빠르고맛잇어요 근데 리뷰군만두안주심ㅠㅠ	5	24시이사반점
6916	늦은시간 빠르게 배달 감사해요	4	24시이사반점
6917	새로운 제육덮밥 맛집 또시킬게요	5	24시이사반점
6918	항상 맛있게 잘먹고있습니다	5	24시이사반점
6919	항상 너무 맛있게 잘먹고앟습니다	5	24시이사반점
6920	오늘도 잘먹었습니다  만두도요	5	24시이사반점
6921	배달도빠르구 맛잇게잘먹었습니다	5	24시이사반점
6922	직장끝나고 야식 먹기 좋은 집^^ 맛도 너무 좋아요~빠른 배달에 더 놀랬어요 감사합니다 ^^	5	24시이사반점
6923	서비스 만두 속 꽉찼고 맛있었어요	5	24시이사반점
6924	가격은 저렴하나 저렴하지 않은맛 빠른배달시간과 친절하신 배달원분 푸짐한음식양 굳굳 리뷰군만드도 맛나게무것슴당	5	24시이사반점
6925	gooooooooood^^	5	24시이사반점
6926	배달하시는분도 친절하고 빠르네요 잘먹었습니다	5	24시이사반점
6927	맛있어요. 잘먹었습니다.	5	24시이사반점
6928	해장잘했습니다. 맛나요	5	24시이사반점
6929	24시간 너무 좋아여	5	24시이사반점
6930	너무나도 맛있었습니다 잘 먹었어요 !!	5	24시이사반점
6931	탕수육 맛잇습니다 고기두툼	5	24시이사반점
6932	마약만두 ~ ^^ 너무 맛있어요  만두속도 실하고 오늘 맛있게 잘먹었어요~ 감사합니다~^^	5	24시이사반점
6933	와 맛도 맛인데 이게 만천원짜리 세트양이 맞나요 ??? 배터지게 잘 먹었습니다	5	24시이사반점
6934	진짜 맛있었습니다 !! 최고에여	5	24시이사반점
6935	배달은 총알이요~ 맛은 최고요~ 탕수육소스는 두가지주시는 센스또한 으뜸이요~ 이 조합때문에 비닐제대로 뜯을시간 조차 허락되지않는구나 ㅎㅎㅎ	5	24시이사반점
6936	맛있고 친절해요 새벽배달도 빨라요🥺❤️	5	24시이사반점
6938	자주 시켜먹는데.. 이건 대체 뭘까요? 날개도 보이네요 좀.. 많이 그렇네요 만두만 먹고 그냥 버렸습니다 제발 신경좀 써주셨으면 좋겠네요	1	24시이사반점
6939	맛있게 잘 먹었습니다 ^^  추운날 감기 조심하세요	5	24시이사반점
6940	맛있어요^^ 믿고먹는맛^^	5	24시이사반점
6941	정말 맛있었습니다 최고에요!!	5	24시이사반점
6942	오늘도 잘먹었습니다	5	24시이사반점
6944	맛있게 잘 먹었습니다. 자주 시켜 먹는 집인데 변함이 없네요.	5	24시이사반점
6946	오늘도 잘먹었습니다~	5	24시이사반점
6947	배달비도 싸고 양도 많고 맛있내요 짱짱	5	24시이사반점
6948	잘먹었어여 차돌짬뽕 맛집	5	24시이사반점
6949	야식은 역시 이사반점	5	24시이사반점
6950	진짜 맛있었어요 중독되는 맛입니다!!	5	24시이사반점
6952	진짜 맛있었습니다 최고 입니다 !!!	5	24시이사반점
6953	짜장면이좀불었어요 탕수육은 좀질겼구요	3	24시이사반점
6954	오랜만에 오삼 먹었어요 몇달전하고 맛이 달라진거 같은데  불향가득 더더더 맛있어졌어요~~ 양두 많아서 한번에 다 못 먹어요~~ 사장님 요청사항 들어주셔셔 감사합니다	5	24시이사반점
6955	짬뽕이 지난번과 달리 좀 기름기가 많네요 그래도 잘 먹었습니다	5	24시이사반점
6957	짱 맛있어요 항상 주시는 군만두도 너무 맛있습니다!!!	5	24시이사반점
6958	잘먹었습니다 배달빨라요	5	24시이사반점
6959	탕수육 새콤한 소스 주신거 너무 좋아요 기존 무거운 소스보다 더 기분좋게 맛있어요 진짜 감동이에요~!	5	24시이사반점
6960	맛맛맛맛맛맛맛있어요	5	24시이사반점
6961	정말 맛있었습니다 좋아요!!!!	5	24시이사반점
6962	Taste good👌👌👌	5	24시이사반점
6963	집앞이라 엄청빨리왔어요 곱으로 시켰더니 배터지겠네요  잘먹었습니다	5	24시이사반점
6964	콩나물들어가서시원하내요다음더많이 김치달라고햇는데업내요	5	24시이사반점
6966	"길게 안 적습니다. 재주문 4회 짬탕면.. 오늘은 ""곱""으로 장전"	5	24시이사반점
6967	오늘도 역시 맛있게 먹었습니다. 변함 없이 맛있습니다.	5	24시이사반점
6968	진짜 맛있습니다 정말 푸짐하고 홍합이 신선해서 좋았습니다	5	24시이사반점
6969	야식으로 시켜먹었다가 계속 시켜먹겠게 됩니다. 짜장면 외에 것도 더 맛있어요	5	24시이사반점
6970	언제시켜먹어도 맛있는 맛이에요~	5	24시이사반점
6971	제육 미쳤어요 여러분 꼭 드세요 진짜 맛있네요	5	24시이사반점
6972	양 많구 탕수육 맛있어요!!	5	24시이사반점
6973	양많고 탕수육 맛집 소스가 무려 2개	5	24시이사반점
6974	맛있습니다 근데ㅜ오늘은 고기가 너무 적었어요ㅠㅠ 맛은 최고에요	5	24시이사반점
6975	최고예요 맛있게 잘먹었습니다^^	5	24시이사반점
6976	너무 맛있게 잘먹었습니다 밥까지 넣어서 쓱쓱  비벼 먹기까지 했네요 ㅋ	5	24시이사반점
6977	엄청 맛있게 잘먹었습니다	5	24시이사반점
6978	역시 맛있는 이사반점^^ 배달도 엄청빨라서 좋아요^^ 리뷰군만두도 속이 꽉차있어서 너무 맛있어요^^	5	24시이사반점
6979	맵지 않아서 아쉬워용 군만두 엄청 맛있어요!	5	24시이사반점
6980	완전 맛있었어요~!! 다음에 또 시킬게요😊😊	5	24시이사반점
6982	음식이 따끈따끈하게 와서 좋았어요. 짜장도 맛나고 특히 탕수육은 바삭하고 간도 적당해 맛있게 먹었어요~^^	4	24시이사반점
6983	양도 푸짐하고 맛있어요~ ^^ 가성비 갑♥	5	24시이사반점
6984	굳!!!!!!!!!@@@	5	24시이사반점
6985	완전 가성비 짱 !! 너무 맛있었습니다	5	24시이사반점
6986	너무나도 맛있었어요 감사합니다!!	5	24시이사반점
6987	오늘도 맛있게 먹었습니다. 앞으로도 자주 시켜 먹겠습니다.	5	24시이사반점
6988	일단 탕짬면 가성비 개지립니다.  친구 추천으로 저도 탕짬에 입문했는데  최저금액에 딱 맞기 때문에 요즘 배달비 포함된 음식 값에 비하면 나쁘지 않고   음식 양은 멸치부터 준돼지(곱빼기) 정도까지는 커버 가능하니 새벽에 야식 먹고싶으면 하나 시켜드세요.	5	24시이사반점
6989	배달빠르고 맛도  양도  굿입니다	5	24시이사반점
6990	잘먹었어요 새벽에 맛잇게먹었어요	5	24시이사반점
6991	양이 너무 많아서 나눠먹었어요 ㄷㄷ  이집은 24시간이라서가 아니라 맛있어서 시켜먹어요	5	24시이사반점
6992	배달도 빠르고 너무 맛있습니다 중국음식은 항상 여기서만 시켜막어요	5	24시이사반점
6993	good good good	5	24시이사반점
6995	오늘 새벽에 주문해서 맛있게 머꾸 리뷰남깁니당 배달도 진짜루 빨랐어용 감사합니당	5	24시이사반점
6996	진짜 맛있었습니다 !!!!	5	24시이사반점
6998	매 새벽 신세지고있읍니다	4	24시이사반점
6999	배달도 빠르고 맛있게 잘 먹었습니다	5	24시이사반점
7000	너무 맛있어요!;)	5	24시이사반점
7001	아이고 탕수육 따뜻함에 구멍 숭숭 뚫려 있는 거 보고 이건 뜨끈한 탕수육이다 알아채서   이성을 잃고 달려들어 배 좀 차들어갈 때  마치 짐승이 사냥감 먹다 남은 듯한 상황이 되서야  정신을 차렸습니다.   방금 막 사냥한 것처럼 따땃하니 맛있습니다. 감사합니다.	5	24시이사반점
7002	새벽엔 여기가 가장좋아요	5	24시이사반점
7003	배달도 빠르고 맛도 좋고 서비스 감사합니다 항상 이사반점에서 시켜먹습니다	5	24시이사반점
7004	맛잇어용!!! 술안주로 좋네용	5	24시이사반점
7005	맛나네요  잘먹었습니다 배송 완전빠르고 좋아요	5	24시이사반점
7006	탕수육.금방튀겼음.맜잏다	5	24시이사반점
7007	너무 맛있었습니다!	5	당산김밥떡볶이-당산점
7008	집앞에 가게가 있어 종종 시키는데 이번에 순대랑 튀김이 많아서 더 좋았습니다.	5	당산김밥떡볶이-당산점
7009	여태까지 시켜본 메뉴 다 맛있어요... 돼지될듯	5	당산김밥떡볶이-당산점
7010	감사합니다 단골추천 !	5	당산김밥떡볶이-당산점
7011	추천입니다 된장찌개의 얼큰하고 매운맛이 밥도둑이 따로없더군요	5	당산김밥떡볶이-당산점
7013	양많고 먹을만합니다.	4	당산김밥떡볶이-당산점
7014	맛좋고 양많고  배달빠릅니다. 적극 추천	5	당산김밥떡볶이-당산점
7016	여러분 500원 보태서 통큰당산김밥으로 시켜드세요. 재료가 아주 실합니다.	5	당산김밥떡볶이-당산점
7017	김치볶음밥 맛있어요. 저는 체다치즈 김치볶음밥이 좀 더 맛있는거같아요	5	당산김밥떡볶이-당산점
7018	모둠튀김도 넉넉하게 주시고 당산김밥은 최애김밥...	5	당산김밥떡볶이-당산점
7019	도토리묵이 굳었어요...	5	당산김밥떡볶이-당산점
7020	리뷰가 괜찮아서 시켜봤는데 맛있어요 !! 종류가 많아서 종종 이것저것 주문해서 먹으면 될거같아요~~	5	당산김밥떡볶이-당산점
7021	따뜻하게 잘받았습니다!	5	당산김밥떡볶이-당산점
7022	오늘도 맛있게 잘 먹었습니다	5	당산김밥떡볶이-당산점
7023	다른사람의 리뷰에는 이미 조리가되서 배달이되어 시켰는데 비조리상태로 배달이왔고 매장에 전화를했으나 옵션에 조리,비조리가 선택가능하다고만 반복하시지만 어디에도 조리후배송은 보이지않네요	1	당산김밥떡볶이-당산점
7024	음식이 맛있고 앞으로 한 번 더 주문할게요 ❤️❤️❤️	5	당산김밥떡볶이-당산점
7025	맛좋고 양도 많아요 추천	5	당산김밥떡볶이-당산점
7027	맛있구요. 양이 푸짐해서 별점 5점에 7점 주고싶은데 안되네요. 맛있게 잘 먹었습니다. 많이 파세요!	5	당산김밥떡볶이-당산점
7028	잘먹었습니다 화잍이	5	당산김밥떡볶이-당산점
7029	양이 많아서 완전 푸짐해요	5	당산김밥떡볶이-당산점
7030	시키는 메뉴가 거의 다 맛있어요	5	당산김밥떡볶이-당산점
7031	맛있고 양도 많아요.	5	당산김밥떡볶이-당산점
7032	양진짜 많고 떡볶이도 맛있어요	5	당산김밥떡볶이-당산점
7033	리뷰가 늦었네요!! 항상 맛있고 푸짐하게 잘 먹고있어요!! 감사합니다	5	당산김밥떡볶이-당산점
7035	현관앞에  얘기도안하시고  두고가시면 어쩝니까 벨이라도   눌러주시고  가셔야지	5	당산김밥떡볶이-당산점
7036	뭘 시켜도 맛이 보장되는 집	5	당산김밥떡볶이-당산점
7037	서비스도 좋고 양도 많아 좋아요	5	당산김밥떡볶이-당산점
7038	주문한지 30분도 안되서 도착했어요! 물론 너무 맛있었구요^^ 양도 푸짐해서 배부르게 잘 먹었습니다	5	당산김밥떡볶이-당산점
7039	맛좋고 배달빠르고 양도 많아요	5	당산김밥떡볶이-당산점
7040	늘시켜먹는집 굿입니다요	5	당산김밥떡볶이-당산점
7041	배송도 빠르구 미역국 왜케 맛나나요^^^대박~김뽁은 도대체 집에서 하믄 이맛이 왜 안나올까요ㅜㅜ 음청 맛있네♡	5	당산김밥떡볶이-당산점
7042	항상 맛있게 먹어여~!!	5	당산김밥떡볶이-당산점
7043	매콤시리즈는 여전히 맛있었습니다!	5	당산김밥떡볶이-당산점
7044	순대는 괜찮은데 간이 냄새나서 하나도 못먹고 다 버렸습니다. 간을 좋아하는데 아쉽네요. 그리고 분식 시키는데 단무지 정도는 기본으로 주시면 좋겠네요.	4	당산김밥떡볶이-당산점
7045	잘먹었습니다......	5	당산김밥떡볶이-당산점
7046	맛있게 잘 먹었습니다 서비스로 주신 떡볶이 맛있네요	1	당산김밥떡볶이-당산점
7047	양많고 맛납니다 오늘 빠진거 다음에 잘챙겨주세요	5	당산김밥떡볶이-당산점
7048	맛좋고 양많고 배달빨라요	5	당산김밥떡볶이-당산점
7050	아주나이쓰~~맛잇어요참말로ㅋ 요청사항들어주셔감사요 살짝아쉬운건단무지가절실햇다는점요 쫄면비빔장따로주신건정말으뜸요ㅋ 꿀맛입디더~모든것이다이쁘요^♡ 대성하쇼~~~	5	당산김밥떡볶이-당산점
7051	처음 시켜먹는데 괜찮네용 배달도 빨라요👍	5	당산김밥떡볶이-당산점
7052	새벽3시라 벨누르지말고 문앞에 놔달라고 적었는데 공동현관 집 둘다 쳐누르고 배달왔다고 말하네요 리뷰이벤트 신청해서 별점은 5점줍니다 참 뭣같네요ㅎㅎ	5	당산김밥떡볶이-당산점
7053	요청사항 무시.. 수용이안되면 전화라도한번주시면되는데..쫄면맛은있으나쫄면소스부족해서 초장 더해서먹음..순대내장은 말라서수분없어서 뻑뻑함..렌지에돌려서주신거같은느낌 너무하네요	1	당산김밥떡볶이-당산점
7056	잘 먹었슴다~~!!	5	당산김밥떡볶이-당산점
7057	맛있게 잘 먹었습니다.. 쫄볶이는 맵게 해달라고 말씀드렸는데 저한테는 맵지 않았어요 ^^ 포장 깔끔하게 잘와요	5	당산김밥떡볶이-당산점
7058	항상 만족하며 먹고 있습니다^^튀김은 정말 바삭해요!강추	5	당산김밥떡볶이-당산점
7059	든든한 한끼 했습니당	5	당산김밥떡볶이-당산점
7060	다음 자취는 꼭 당산역 근처에서 할래요 진짜.. 당산역 입구 앞에 있던데 볼때마다 이쪽에서 자취할걸 하고 후회중..	5	당산김밥떡볶이-당산점
7062	좋아요~~~~~~~~	5	당산김밥떡볶이-당산점
7063	맛있어요~ 후회안해요  강!추!	5	당산김밥떡볶이-당산점
7064	조리도 빠르고 맛있었어요.	5	당산김밥떡볶이-당산점
7065	배부르게 잘먹었습니다!!!!!	5	당산김밥떡볶이-당산점
7066	사진을 먹다가 중간에 찍었어요. 따뜻한 오뎅국물에 만두 추가.  만두2개 추가인데 3개 주셨어용! 맛도 있고 아주 만족해요!	5	당산김밥떡볶이-당산점
7067	이곳은 뭐 항상 맛있죠👍	5	당산김밥떡볶이-당산점
7068	맛있고 양도 많아서 자주 시켜먹어요~! 특히 서비스 순대는 거의 1인분 주시는듯!	5	당산김밥떡볶이-당산점
7069	너무너무 맛있게 잘 먹었어요~~ 양도 푸짐하고 배달도 빨라서 좋아요~~^^	5	당산김밥떡볶이-당산점
7071	맛있어서 자주 먹습니다.	5	당산김밥떡볶이-당산점
7072	맛있고 밥도 빨리왔어요~^^ 양도 가격대비 많아서 배불리 잘먹었어요. 서비스 감사합니다!	5	당산김밥떡볶이-당산점
7073	진짜 일식카레 맛이네요 아비꼬보다 나은거같아요!	5	당산김밥떡볶이-당산점
7074	항상 평균은해서 시켜먹어요~	5	당산김밥떡볶이-당산점
7075	양도 많고 맛도 좋아요	5	당산김밥떡볶이-당산점
7077	👍👍...................	5	당산김밥떡볶이-당산점
7080	엄청 맛있어요. 양도 많습니다.	5	당산김밥떡볶이-당산점
7081	와 양 너무 많아요오오 대박… 두번에 나누어 먹었네요^^ 인분 써있는 것에 (+1)이 숨겨져있는 거라고 생각하시면 될거같아요! 너무 잘먹었습니다~	5	당산김밥떡볶이-당산점
7082	치명적인 야식이었습니다	5	당산김밥떡볶이-당산점
7083	리뷰가 늦었네요 ~ 맛잇게 잘먹었어요	5	당산김밥떡볶이-당산점
7084	잘 먹었고. 남편이 우렁된장이 참 입에 맞는다고 해서 좋네요~	5	당산김밥떡볶이-당산점
7085	잘먹었어요^^!!!!!!	5	당산김밥떡볶이-당산점
7086	맜있게 잘 먹었어요!!!!	4	당산김밥떡볶이-당산점
7087	맛좋고 추천합니다.	5	당산김밥떡볶이-당산점
7088	셋이서 맛있게 배터지게 먹고도 남았습니다~	5	당산김밥떡볶이-당산점
7089	항상  맛나게  먹고있어요ㅋㅋ	5	당산김밥떡볶이-당산점
7090	아주 맛있게 잘먹었어요	5	당산김밥떡볶이-당산점
7091	맛좋고 양많고 추천	5	당산김밥떡볶이-당산점
7093	배달 빨리 왓어요 ㅎㅎ 감사합니다 잘 먹었어요 다만 튀김이 너무 까맘 ㅜㅜ	4	당산김밥떡볶이-당산점
7094	자주 시켜먹는데 진짜루 맛있어유 양도 가성비 좋은 것 같아유	5	당산김밥떡볶이-당산점
7095	동네에 있어서 포장도 자주 하는 편인데 깨끗하고 맛있고 양이 많아요! 늦게까지 하는 점도 매우 장점입니다.	5	당산김밥떡볶이-당산점
7097	배달빠르고 맛있어요 좀 매웠어요 비빔밥	5	당산김밥떡볶이-당산점
7098	역시 떡튀순은 굿굿. 집앞에 있어서 종종 먹어요	5	당산김밥떡볶이-당산점
7099	잘 받았어용 리뷰이벤트 신청했는데 못 받았어요 ㅠ	3	당산김밥떡볶이-당산점
7100	맛있게 잘먹었는데 사진을 못찍었네요 ㅜㅜ	5	당산김밥떡볶이-당산점
7101	맛있네요 배달도빠르고 좋네요	5	당산김밥떡볶이-당산점
7102	음식맛이좋고 배송이뻘라요	5	당산김밥떡볶이-당산점
7105	맛있게 잘 먹었어요 감사합니다.	5	당산김밥떡볶이-당산점
7106	감사합니다. 맛있게 잘 먹었습니다.^^	5	당산김밥떡볶이-당산점
7107	짜지 않게 해달라고 했는데 안보시나봐요 짜고요 순두부가 너무 적어서 먹을게 없네요 튀김은 어제 해놓은 걸 주셨나 딱딱해서 먹다버리고 먹다 버렸어요 전체적으로 음식이 좀...	4	당산김밥떡볶이-당산점
7108	불친절.요청사항안봄.매번바뀌는양과포장과맛.	1	당산김밥떡볶이-당산점
7110	친절배달 감사합니다	4	당산김밥떡볶이-당산점
7111	직접 가서 먹는거랑 똑같애요 돈가스는 도시락처럼 포장해서 오네요	4	당산김밥떡볶이-당산점
7112	오늘도 맛있게 먹었어요ㅎㅎ 어떤 메뉴를 시켜도 다 괜찮아요!! 역시 믿고 먹는 매장♡♡ 조만간 또 주문하러 올게요!!	5	당산김밥떡볶이-당산점
7114	감사합니다.잘 먹었습니다.^^	5	당산김밥떡볶이-당산점
7115	감사합니다. 맛있게 잘 먹었어요^^	5	당산김밥떡볶이-당산점
7116	맛좋아요  양도 적당합니다	5	당산김밥떡볶이-당산점
7117	양이 완전 많아요~ㅎㅎ잘 먹었습니다!😀	5	당산김밥떡볶이-당산점
7118	배달도 빠르고 음식도 정갈해요. 항상 맛있게 먹고 있어요^^	5	당산김밥떡볶이-당산점
7121	배달도 11분만에 왔어요 ㅎㅎㅎ 그리고 달걀프라이도 셈스있게 반숙으로 너무 좋았습니다 ㅋ 떡볶이도 리뷰이벤트치고 양도많고 맛있고 사이드로 컵떡볶에 저렴하게 파셔도 잘팔릴것같아요 이사와서 첫주문합니다!!!!!!	5	당산김밥떡볶이-당산점
7122	양많고 맛도좋아요 추천	5	당산김밥떡볶이-당산점
7123	양이 진짜 많아요! 내장은 진짜 맛있어요	5	당산김밥떡볶이-당산점
7124	비빔밥에 비빔장을 않보내서 맛없게 먹었어요	1	당산김밥떡볶이-당산점
7126	50분 걸리는걸로 떴는데 20분만에 왔어요! 리뷰들이 좋아서 처음 시켜봤는데 저희도 단골될거같아요 최고!	5	당산김밥떡볶이-당산점
7127	맛좀고 양많고 추천	5	당산김밥떡볶이-당산점
7128	감사합니다. 맛있게 잘 먹었습니다. ^^	5	당산김밥떡볶이-당산점
7129	맛있게 잘 먹었습니다. 감사합니다.^^	5	당산김밥떡볶이-당산점
